timestamp,hostel_id,floor_no,wing,room_no,room_capacity,students_present,students_outside,students_on_leave,day_of_week,is_weekend,is_holiday,hour_of_day,room_status,temperature,expected_energy_kwh,actual_energy_kwh,energy_difference,anomaly
2026-08-07 18:00,A,4,B,405,4,4,0,0,Friday,0,0,18,Occupied,31.3,1.36,1.39,0.03,0
2026-08-02 15:00,C,4,A,402,4,2,1,1,Sunday,1,0,15,Occupied,31.6,0.76,0.79,0.03,0
2026-08-23 16:00,B,1,A,125,4,2,1,1,Sunday,1,0,16,Occupied,35.7,0.83,0.76,-0.07,0
2026-07-09 05:00,A,3,B,321,4,4,0,0,Thursday,0,0,5,Occupied,31.5,1.36,1.41,0.05,0
2026-08-20 22:00,C,1,A,117,4,2,1,1,Thursday,0,0,22,Occupied,25.6,0.67,0.71,0.04,0
2026-07-24 13:00,C,4,A,425,4,2,1,1,Friday,0,0,13,Occupied,31.9,0.77,0.8,0.03,0
2026-07-20 05:00,C,1,A,108,4,4,0,0,Monday,0,0,5,Occupied,30.5,1.35,1.4,0.05,0
2026-08-11 04:00,B,3,B,324,4,3,1,0,Tuesday,0,0,4,Occupied,31.1,1.06,1.06,0.0,0
2026-08-20 19:00,D,1,B,121,4,3,0,1,Thursday,0,0,19,Occupied,27.3,1.0,1.05,0.05,0
2026-08-29 05:00,D,1,A,120,4,0,0,4,Saturday,1,1,5,Empty,30.8,0.15,0.08,-0.07,0
2026-08-14 02:00,B,1,A,109,4,3,1,0,Friday,0,0,2,Occupied,27.4,1.0,1.04,0.04,0
2026-08-08 01:00,A,4,A,402,4,2,1,1,Saturday,1,0,1,Occupied,24.7,0.66,0.61,-0.05,0
2026-08-10 19:00,D,4,A,406,4,3,1,0,Monday,0,0,19,Occupied,35.7,1.13,1.08,-0.05,0
2026-07-26 18:00,C,3,B,305,4,3,1,0,Sunday,1,0,18,Occupied,28.2,1.01,1.06,0.05,0
2026-08-03 08:00,B,4,A,406,4,0,4,0,Monday,0,0,8,Empty,38.4,0.27,0.33,0.06,0
2026-07-13 16:00,D,2,A,225,4,1,3,0,Monday,0,0,16,Occupied,39.5,0.58,0.6,0.02,0
2026-08-22 18:00,C,4,B,420,4,3,0,1,Saturday,1,0,18,Occupied,25.8,0.98,1.04,0.06,0
2026-07-20 10:00,C,3,B,307,4,2,2,0,Monday,0,0,10,Occupied,32.2,0.77,0.73,-0.04,0
2026-08-22 04:00,A,2,A,221,4,3,0,1,Saturday,1,0,4,Occupied,32.3,1.07,1.09,0.02,0
2026-08-28 08:00,D,3,B,321,4,0,3,1,Friday,0,0,8,Empty,37.7,0.26,0.33,0.07,0
2026-07-12 14:00,D,2,B,210,4,2,1,1,Sunday,1,0,14,Occupied,30.0,0.74,0.83,0.09,0
2026-08-10 00:00,A,2,A,210,4,3,0,1,Monday,0,0,0,Occupied,35.6,1.12,1.19,0.07,0
2026-07-30 22:00,B,2,B,204,4,4,0,0,Thursday,0,0,22,Occupied,28.9,1.32,1.31,-0.01,0
2026-08-18 16:00,B,2,B,208,4,1,3,0,Tuesday,0,0,16,Occupied,30.2,0.44,0.44,0.0,0
2026-07-10 15:00,D,4,A,411,4,2,2,0,Friday,0,0,15,Occupied,37.3,0.85,0.87,0.02,0
2026-07-06 02:00,D,3,B,307,4,2,1,1,Monday,0,0,2,Occupied,36.8,0.84,0.77,-0.07,0
2026-08-24 19:00,D,2,B,214,4,3,1,0,Monday,0,0,19,Occupied,33.7,1.1,1.14,0.04,0
2026-08-09 12:00,B,3,A,315,4,4,0,0,Sunday,1,0,12,Occupied,35.8,1.43,1.37,-0.06,0
2026-08-23 16:00,B,4,B,408,4,3,0,1,Sunday,1,0,16,Occupied,32.8,1.08,1.18,0.1,0
2026-07-13 06:00,C,4,B,410,4,3,1,0,Monday,0,0,6,Occupied,38.3,1.16,1.23,0.07,0
2026-08-09 16:00,D,4,A,410,4,2,1,1,Sunday,1,0,16,Occupied,29.0,0.72,0.74,0.02,0
2026-08-20 23:00,C,4,A,414,4,3,0,1,Thursday,0,0,23,Occupied,30.1,1.04,1.09,0.05,0
2026-08-09 04:00,A,1,B,121,4,2,1,1,Sunday,1,0,4,Occupied,33.2,0.79,0.79,0.0,0
2026-08-04 12:00,C,4,B,420,4,1,3,0,Tuesday,0,0,12,Occupied,31.3,0.46,0.55,0.09,0
2026-07-15 18:00,D,1,B,125,4,2,1,1,Wednesday,0,0,18,Occupied,24.7,0.66,0.67,0.01,0
2026-07-28 13:00,C,1,B,118,4,1,2,1,Tuesday,0,0,13,Occupied,32.1,0.47,0.41,-0.06,0
2026-07-20 20:00,B,4,A,424,4,3,0,1,Monday,0,0,20,Occupied,37.9,1.16,1.21,0.05,0
2026-08-06 22:00,B,1,B,119,4,3,0,1,Thursday,0,0,22,Occupied,37.0,1.15,1.24,0.09,0
2026-08-16 10:00,D,2,B,205,4,3,0,1,Sunday,1,0,10,Occupied,29.3,1.03,1.08,0.05,0
2026-07-23 04:00,A,1,A,101,4,3,0,1,Thursday,0,0,4,Occupied,36.0,1.13,1.08,-0.05,0
2026-07-09 20:00,D,3,B,313,4,3,1,0,Thursday,0,0,20,Occupied,34.5,1.11,1.15,0.04,0
2026-08-16 01:00,D,4,B,415,4,4,0,0,Sunday,1,0,1,Occupied,28.0,1.31,1.32,0.01,0
2026-08-25 01:00,C,3,A,310,4,3,0,1,Tuesday,0,0,1,Occupied,35.2,1.12,1.18,0.06,0
2026-08-19 14:00,A,3,A,305,4,1,3,0,Wednesday,0,0,14,Occupied,25.0,0.36,0.43,0.07,0
2026-08-21 09:00,D,3,B,319,4,2,1,1,Friday,0,0,9,Occupied,38.8,0.87,0.92,0.05,0
2026-08-05 22:00,D,1,A,121,4,4,0,0,Wednesday,0,0,22,Occupied,28.4,1.32,1.39,0.07,0
2026-07-17 11:00,D,3,B,302,4,2,1,1,Friday,0,0,11,Occupied,28.2,0.71,0.8,0.09,0
2026-08-04 09:00,A,4,A,416,4,1,2,1,Tuesday,0,0,9,Occupied,39.2,0.58,0.63,0.05,0
2026-08-07 18:00,A,2,B,205,4,3,0,1,Friday,0,0,18,Occupied,38.7,1.17,1.23,0.06,0
2026-08-24 08:00,C,2,B,207,4,2,2,0,Monday,0,0,8,Occupied,27.3,0.7,0.75,0.05,0
2026-08-02 16:00,C,4,B,408,4,3,1,0,Sunday,1,0,16,Occupied,35.1,1.12,1.1,-0.02,0
2026-07-17 05:00,A,2,A,210,4,2,1,1,Friday,0,0,5,Occupied,24.4,0.66,0.74,0.08,0
2026-08-14 09:00,B,2,A,220,4,0,3,1,Friday,0,0,9,Empty,27.7,0.11,0.46,0.35,1
2026-08-30 02:00,B,3,B,303,4,4,0,0,Sunday,1,0,2,Occupied,26.9,1.29,1.37,0.08,0
2026-07-14 19:00,D,1,B,113,4,3,1,0,Tuesday,0,0,19,Occupied,25.6,0.97,1.06,0.09,0
2026-08-26 04:00,A,1,A,110,4,3,0,1,Wednesday,0,0,4,Occupied,28.1,1.01,0.94,-0.07,0
2026-08-30 22:00,D,1,A,118,4,2,1,1,Sunday,1,0,22,Occupied,39.6,0.88,0.88,0.0,0
2026-07-14 11:00,A,2,A,214,4,2,1,1,Tuesday,0,0,11,Occupied,24.8,0.66,0.73,0.07,0
2026-08-28 09:00,C,4,B,407,4,0,4,0,Friday,0,0,9,Empty,38.4,0.27,0.3,0.03,0
2026-08-18 15:00,D,1,B,114,4,1,3,0,Tuesday,0,0,15,Occupied,27.3,0.4,0.33,-0.07,0
2026-07-08 04:00,C,3,A,310,4,4,0,0,Wednesday,0,0,4,Occupied,39.1,1.48,1.55,0.07,0
2026-07-29 12:00,C,2,A,217,4,0,3,1,Wednesday,0,0,12,Empty,31.8,0.17,0.2,0.03,0
2026-08-27 11:00,D,3,B,302,4,2,1,1,Thursday,0,0,11,Occupied,37.2,0.85,0.94,0.09,0
2026-07-19 15:00,C,4,B,409,4,2,2,0,Sunday,1,0,15,Occupied,28.2,0.71,0.8,0.09,0
2026-08-25 00:00,D,1,A,111,4,3,0,1,Tuesday,0,0,0,Occupied,34.7,1.11,1.08,-0.03,0
2026-07-08 15:00,A,2,A,225,4,2,2,0,Wednesday,0,0,15,Occupied,33.2,0.79,0.82,0.03,0
2026-07-13 08:00,B,4,A,405,4,2,1,1,Monday,0,0,8,Occupied,33.5,0.79,0.85,0.06,0
2026-07-24 21:00,B,4,B,422,4,2,1,1,Friday,0,0,21,Occupied,28.7,0.72,0.77,0.05,0
2026-08-13 13:00,D,2,B,203,4,0,4,0,Thursday,0,0,13,Empty,25.0,0.07,0.65,0.58,1
2026-08-20 23:00,B,3,A,315,4,3,1,0,Thursday,0,0,23,Occupied,37.1,1.15,1.2,0.05,0
2026-08-24 10:00,B,2,B,218,4,2,2,0,Monday,0,0,10,Occupied,28.7,0.72,0.8,0.08,0
2026-08-24 04:00,D,1,A,124,4,4,0,0,Monday,0,0,4,Occupied,26.8,1.29,1.22,-0.07,0
2026-07-20 16:00,C,1,A,117,4,0,4,0,Monday,0,0,16,Empty,38.3,0.26,0.85,0.59,1
2026-07-31 15:00,C,1,A,116,4,1,3,0,Friday,0,0,15,Occupied,27.9,0.41,0.49,0.08,0
2026-07-26 13:00,B,3,B,302,4,2,2,0,Sunday,1,0,13,Occupied,27.4,0.7,0.79,0.09,0
2026-08-20 16:00,A,2,A,211,4,1,3,0,Thursday,0,0,16,Occupied,39.2,0.58,0.57,-0.01,0
2026-07-14 20:00,D,2,B,205,4,2,1,1,Tuesday,0,0,20,Occupied,36.8,0.84,0.82,-0.02,0
2026-07-22 09:00,B,3,B,307,4,0,3,1,Wednesday,0,0,9,Empty,25.3,0.07,0.7,0.63,1
2026-07-11 08:00,C,3,A,324,4,3,0,1,Saturday,1,0,8,Occupied,31.9,1.07,1.1,0.03,0
2026-07-10 16:00,B,2,B,204,4,1,3,0,Friday,0,0,16,Occupied,33.2,0.49,0.5,0.01,0
2026-08-29 02:00,B,2,A,206,4,1,0,3,Saturday,1,1,2,Occupied,27.5,0.4,0.37,-0.03,0
2026-08-30 10:00,D,4,B,405,4,2,1,1,Sunday,1,0,10,Occupied,31.4,0.76,0.71,-0.05,0
2026-07-06 05:00,A,2,A,208,4,2,1,1,Monday,0,0,5,Occupied,36.8,0.84,0.9,0.06,0
2026-08-03 01:00,A,2,B,211,4,3,1,0,Monday,0,0,1,Occupied,28.6,1.02,1.07,0.05,0
2026-07-02 06:00,C,4,A,412,4,4,0,0,Thursday,0,0,6,Occupied,34.0,1.4,1.44,0.04,0
2026-07-23 16:00,B,2,B,201,4,2,1,1,Thursday,0,0,16,Occupied,37.9,0.86,0.85,-0.01,0
2026-08-20 20:00,C,3,B,312,4,3,0,1,Thursday,0,0,20,Occupied,31.7,1.07,1.07,0.0,0
2026-07-20 23:00,B,1,A,113,4,4,0,0,Monday,0,0,23,Occupied,38.1,1.46,1.54,0.08,0
2026-07-11 12:00,B,4,B,408,4,4,0,0,Saturday,1,0,12,Occupied,28.1,1.31,1.33,0.02,0
2026-07-26 01:00,B,2,B,202,4,3,1,0,Sunday,1,0,1,Occupied,35.0,1.11,1.16,0.05,0
2026-08-02 17:00,D,1,A,106,4,2,1,1,Sunday,1,0,17,Occupied,27.6,0.7,0.7,0.0,0
2026-07-19 14:00,B,2,B,206,4,2,1,1,Sunday,1,0,14,Occupied,32.3,0.77,0.86,0.09,0
2026-08-25 21:00,C,3,B,322,4,3,0,1,Tuesday,0,0,21,Occupied,31.1,1.06,1.1,0.04,0
2026-07-05 17:00,B,1,B,122,4,3,1,0,Sunday,1,0,17,Occupied,28.7,1.02,1.11,0.09,0
2026-08-05 05:00,B,1,B,124,4,2,1,1,Wednesday,0,0,5,Occupied,27.4,0.7,0.74,0.04,0
2026-07-30 18:00,A,1,B,103,4,2,1,1,Thursday,0,0,18,Occupied,30.2,0.74,0.77,0.03,0
2026-08-07 18:00,D,1,A,117,4,2,1,1,Friday,0,0,18,Occupied,29.9,0.74,0.71,-0.03,0
2026-08-04 16:00,C,1,A,119,4,2,1,1,Tuesday,0,0,16,Occupied,34.6,0.81,0.8,-0.01,0
2026-07-03 23:00,D,3,A,311,4,4,0,0,Friday,0,0,23,Occupied,37.8,1.46,1.42,-0.04,0
2026-08-02 02:00,D,2,A,209,4,2,1,1,Sunday,1,0,2,Occupied,27.7,0.71,0.73,0.02,0
2026-08-05 16:00,B,3,A,317,4,2,1,1,Wednesday,0,0,16,Occupied,39.2,0.88,0.96,0.08,0
2026-08-18 06:00,C,1,A,103,4,3,1,0,Tuesday,0,0,6,Occupied,27.3,1.0,1.03,0.03,0
2026-07-30 10:00,C,1,B,117,4,0,4,0,Thursday,0,0,10,Empty,29.9,0.14,0.17,0.03,0
2026-08-04 00:00,A,4,B,406,4,3,1,0,Tuesday,0,0,0,Occupied,36.7,1.14,1.16,0.02,0
2026-08-11 16:00,D,2,B,221,4,1,2,1,Tuesday,0,0,16,Occupied,39.9,0.59,0.63,0.04,0
2026-07-30 06:00,D,3,A,309,4,3,1,0,Thursday,0,0,6,Occupied,24.2,0.95,1.02,0.07,0
2026-07-14 05:00,D,2,A,216,4,2,1,1,Tuesday,0,0,5,Occupied,25.9,0.68,0.76,0.08,0
2026-08-02 17:00,C,1,B,111,4,2,2,0,Sunday,1,0,17,Occupied,25.0,0.67,0.76,0.09,0
2026-08-27 15:00,A,1,A,116,4,0,4,0,Thursday,0,0,15,Empty,28.1,0.11,0.12,0.01,0
2026-07-22 20:00,B,4,B,413,4,4,0,0,Wednesday,0,0,20,Occupied,34.8,1.41,1.4,-0.01,0
2026-08-21 14:00,B,4,A,414,4,1,3,0,Friday,0,0,14,Occupied,35.3,0.52,0.54,0.02,0
2026-08-02 14:00,B,2,B,211,4,3,0,1,Sunday,1,0,14,Occupied,28.9,1.02,1.02,0.0,0
2026-07-29 04:00,A,4,B,421,4,3,0,1,Wednesday,0,0,4,Occupied,36.5,1.14,1.12,-0.02,0
2026-08-17 00:00,C,4,A,425,4,4,0,0,Monday,0,0,0,Occupied,35.5,1.42,1.4,-0.02,0
2026-08-22 09:00,B,3,B,305,4,3,0,1,Saturday,1,0,9,Occupied,33.4,1.09,1.19,0.1,0
2026-07-15 16:00,A,1,A,123,4,0,3,1,Wednesday,0,0,16,Empty,27.9,0.11,0.88,0.77,1
2026-07-08 13:00,A,3,B,311,4,2,1,1,Wednesday,0,0,13,Occupied,27.1,0.7,0.68,-0.02,0
2026-08-02 10:00,C,4,B,419,4,4,0,0,Sunday,1,0,10,Occupied,28.8,1.32,1.34,0.02,0
2026-07-24 17:00,B,1,B,101,4,3,0,1,Friday,0,0,17,Occupied,29.0,1.02,1.05,0.03,0
2026-07-10 04:00,A,4,A,407,4,4,0,0,Friday,0,0,4,Occupied,39.6,1.48,1.54,0.06,0
2026-07-09 00:00,C,3,B,322,4,3,0,1,Thursday,0,0,0,Occupied,34.5,1.11,1.04,-0.07,0
2026-08-06 04:00,C,2,B,224,4,3,1,0,Thursday,0,0,4,Occupied,38.3,1.16,1.15,-0.01,0
2026-08-20 06:00,C,3,B,324,4,4,0,0,Thursday,0,0,6,Occupied,30.0,1.34,1.29,-0.05,0
2026-08-18 05:00,D,2,B,213,4,4,0,0,Tuesday,0,0,5,Occupied,35.0,1.42,1.41,-0.01,0
2026-07-26 09:00,A,2,B,215,4,3,0,1,Sunday,1,0,9,Occupied,35.2,1.12,1.18,0.06,0
2026-07-29 07:00,A,4,A,415,4,3,1,0,Wednesday,0,0,7,Occupied,38.6,1.17,1.14,-0.03,0
2026-08-06 09:00,D,4,B,410,4,2,1,1,Thursday,0,0,9,Occupied,32.5,0.78,0.77,-0.01,0
2026-08-08 08:00,D,1,A,102,4,3,0,1,Saturday,1,0,8,Occupied,35.0,1.11,1.11,0.0,0
2026-08-11 05:00,A,3,A,310,4,2,1,1,Tuesday,0,0,5,Occupied,33.8,0.8,0.79,-0.01,0
2026-07-09 21:00,C,4,B,417,4,3,1,0,Thursday,0,0,21,Occupied,35.2,1.12,1.15,0.03,0
2026-08-12 10:00,C,2,A,203,4,0,3,1,Wednesday,0,0,10,Empty,28.6,0.12,0.1,-0.02,0
2026-07-12 22:00,C,1,B,106,4,3,1,0,Sunday,1,0,22,Occupied,39.2,1.18,1.13,-0.05,0
2026-07-14 12:00,A,1,A,111,4,0,4,0,Tuesday,0,0,12,Empty,34.0,0.2,0.16,-0.04,0
2026-07-18 15:00,C,3,A,314,4,2,1,1,Saturday,1,0,15,Occupied,25.0,0.67,0.67,0.0,0
2026-07-05 19:00,D,2,B,223,4,2,2,0,Sunday,1,0,19,Occupied,35.9,0.83,0.77,-0.06,0
2026-07-15 04:00,C,4,A,423,4,3,0,1,Wednesday,0,0,4,Occupied,39.4,1.18,1.18,0.0,0
2026-08-28 20:00,A,3,B,323,4,3,0,1,Friday,0,0,20,Occupied,39.6,1.18,1.19,0.01,0
2026-08-14 18:00,B,4,B,423,4,3,1,0,Friday,0,0,18,Occupied,37.9,1.16,1.26,0.1,0
2026-08-15 19:00,C,1,B,107,4,0,2,2,Saturday,1,1,19,Empty,29.0,0.12,0.07,-0.05,0
2026-07-25 20:00,A,3,B,319,4,3,1,0,Saturday,1,0,20,Occupied,33.4,1.09,1.09,0.0,0
2026-07-11 05:00,B,1,B,107,4,2,1,1,Saturday,1,0,5,Occupied,35.9,0.83,0.8,-0.03,0
2026-08-13 05:00,C,2,B,215,4,2,1,1,Thursday,0,0,5,Occupied,33.4,0.79,0.79,0.0,0
2026-07-04 08:00,D,1,B,107,4,3,0,1,Saturday,1,0,8,Occupied,38.0,1.16,1.12,-0.04,0
2026-07-10 18:00,C,2,B,220,4,4,0,0,Friday,0,0,18,Occupied,27.7,1.31,1.34,0.03,0
2026-08-18 23:00,C,4,A,408,4,3,1,0,Tuesday,0,0,23,Occupied,24.8,0.96,0.94,-0.02,0
2026-07-08 05:00,D,2,B,207,4,4,0,0,Wednesday,0,0,5,Occupied,31.5,1.36,1.42,0.06,0
2026-07-18 11:00,D,3,A,322,4,4,0,0,Saturday,1,0,11,Occupied,34.3,1.4,1.42,0.02,0
2026-07-06 12:00,A,4,B,402,4,0,3,1,Monday,0,0,12,Empty,27.0,0.1,0.14,0.04,0
2026-08-08 09:00,D,2,B,224,4,3,0,1,Saturday,1,0,9,Occupied,34.3,1.1,1.1,0.0,0
2026-08-20 08:00,B,2,B,206,4,2,1,1,Thursday,0,0,8,Occupied,32.2,0.77,0.85,0.08,0
2026-07-02 15:00,B,3,B,325,4,1,2,1,Thursday,0,0,15,Occupied,26.6,0.39,0.37,-0.02,0
2026-07-16 11:00,B,1,A,122,4,1,2,1,Thursday,0,0,11,Occupied,33.8,0.5,0.5,0.0,0
2026-08-21 17:00,A,4,B,413,4,2,1,1,Friday,0,0,17,Occupied,26.2,0.68,0.76,0.08,0
2026-07-16 16:00,C,2,A,219,4,0,4,0,Thursday,0,0,16,Empty,39.6,0.28,0.23,-0.05,0
2026-07-11 14:00,A,4,B,413,4,3,0,1,Saturday,1,0,14,Occupied,27.3,1.0,1.08,0.08,0
2026-08-19 21:00,D,4,A,401,4,2,1,1,Wednesday,0,0,21,Occupied,27.9,0.71,0.78,0.07,0
2026-07-10 02:00,B,4,B,418,4,4,0,0,Friday,0,0,2,Occupied,26.6,1.29,1.26,-0.03,0
2026-08-18 09:00,B,4,B,420,4,0,3,1,Tuesday,0,0,9,Empty,29.9,0.14,0.8,0.66,1
2026-07-08 08:00,B,2,A,217,4,0,3,1,Wednesday,0,0,8,Empty,25.4,0.07,0.75,0.68,1
2026-07-13 23:00,B,1,A,118,4,2,1,1,Monday,0,0,23,Occupied,33.6,0.79,0.76,-0.03,0
2026-07-06 20:00,A,1,B,106,4,3,0,1,Monday,0,0,20,Occupied,38.3,1.16,1.13,-0.03,0
2026-07-05 18:00,B,4,A,423,4,2,2,0,Sunday,1,0,18,Occupied,38.5,0.87,0.88,0.01,0
2026-07-13 10:00,B,4,B,417,4,0,4,0,Monday,0,0,10,Empty,27.1,0.1,0.08,-0.02,0
2026-07-12 07:00,C,2,A,222,4,3,0,1,Sunday,1,0,7,Occupied,28.0,1.01,1.01,0.0,0
2026-08-16 19:00,B,4,B,425,4,3,0,1,Sunday,1,0,19,Occupied,35.7,1.13,1.13,0.0,0
2026-08-26 18:00,B,3,A,320,4,2,1,1,Wednesday,0,0,18,Occupied,34.2,0.8,0.8,0.0,0
2026-08-11 15:00,C,2,B,211,4,1,2,1,Tuesday,0,0,15,Occupied,37.4,0.55,0.63,0.08,0
2026-08-04 00:00,D,4,B,418,4,2,1,1,Tuesday,0,0,0,Occupied,34.3,0.8,0.74,-0.06,0
2026-07-11 05:00,C,2,B,215,4,3,0,1,Saturday,1,0,5,Occupied,30.2,1.04,1.11,0.07,0
2026-08-01 19:00,D,2,B,207,4,3,0,1,Saturday,1,0,19,Occupied,28.9,1.02,1.08,0.06,0
2026-08-06 18:00,B,2,A,218,4,2,1,1,Thursday,0,0,18,Occupied,29.0,0.72,0.82,0.1,0
2026-08-18 17:00,D,3,B,315,4,3,0,1,Tuesday,0,0,17,Occupied,25.1,0.97,1.0,0.03,0
2026-07-26 21:00,A,1,A,125,4,2,1,1,Sunday,1,0,21,Occupied,33.7,0.8,0.88,0.08,0
2026-08-13 07:00,A,4,B,425,4,3,0,1,Thursday,0,0,7,Occupied,38.7,1.17,1.23,0.06,0
2026-08-03 16:00,D,2,A,217,4,1,2,1,Monday,0,0,16,Occupied,38.6,0.57,0.55,-0.02,0
2026-07-13 19:00,A,4,A,406,4,3,1,0,Monday,0,0,19,Occupied,34.9,1.11,1.12,0.01,0
2026-08-03 08:00,B,2,A,210,4,2,1,1,Monday,0,0,8,Occupied,29.2,0.73,0.78,0.05,0
2026-08-02 16:00,D,2,B,204,4,3,1,0,Sunday,1,0,16,Occupied,38.1,1.16,1.25,0.09,0
2026-07-12 21:00,D,4,A,419,4,2,1,1,Sunday,1,0,21,Occupied,24.6,0.66,0.62,-0.04,0
2026-08-18 19:00,B,1,A,112,4,2,1,1,Tuesday,0,0,19,Occupied,31.8,0.77,0.86,0.09,0
2026-07-29 22:00,D,3,A,320,4,4,0,0,Wednesday,0,0,22,Occupied,32.4,1.38,1.34,-0.04,0
2026-08-27 07:00,D,3,B,305,4,3,1,0,Thursday,0,0,7,Occupied,28.7,1.02,1.09,0.07,0
2026-08-22 03:00,D,1,A,121,4,3,1,0,Saturday,1,0,3,Occupied,32.2,1.07,1.11,0.04,0
2026-08-07 05:00,B,3,A,320,4,2,1,1,Friday,0,0,5,Occupied,27.3,0.7,0.69,-0.01,0
2026-07-19 05:00,D,2,B,223,4,3,0,1,Sunday,1,0,5,Occupied,36.2,1.13,1.11,-0.02,0
2026-07-03 15:00,C,4,A,409,4,2,1,1,Friday,0,0,15,Occupied,24.8,0.66,0.65,-0.01,0
2026-08-27 02:00,B,1,A,104,4,3,0,1,Thursday,0,0,2,Occupied,27.0,0.99,1.03,0.04,0
2026-08-06 06:00,A,2,B,201,4,2,1,1,Thursday,0,0,6,Occupied,31.2,0.76,0.77,0.01,0
2026-08-26 00:00,C,2,A,216,4,3,0,1,Wednesday,0,0,0,Occupied,37.9,1.16,1.22,0.06,0
2026-07-15 13:00,B,2,B,206,4,0,3,1,Wednesday,0,0,13,Empty,39.6,0.28,0.22,-0.06,0
2026-08-16 11:00,D,3,A,320,4,3,0,1,Sunday,1,0,11,Occupied,26.0,0.98,0.96,-0.02,0
2026-07-27 18:00,C,2,B,225,4,2,1,1,Monday,0,0,18,Occupied,25.7,0.68,0.71,0.03,0
2026-08-11 19:00,C,2,A,201,4,4,0,0,Tuesday,0,0,19,Occupied,27.2,1.3,1.29,-0.01,0
2026-07-06 01:00,D,2,B,208,4,2,1,1,Monday,0,0,1,Occupied,34.6,0.81,0.82,0.01,0
2026-08-08 07:00,A,1,A,103,4,3,0,1,Saturday,1,0,7,Occupied,26.0,0.98,0.94,-0.04,0
2026-08-17 14:00,A,1,B,106,4,1,3,0,Monday,0,0,14,Occupied,28.5,0.42,0.51,0.09,0
2026-07-04 19:00,A,2,B,215,4,4,0,0,Saturday,1,0,19,Occupied,29.7,1.34,1.39,0.05,0
2026-08-13 00:00,B,3,A,322,4,3,1,0,Thursday,0,0,0,Occupied,30.0,1.04,1.03,-0.01,0
2026-07-29 00:00,B,1,A,103,4,4,0,0,Wednesday,0,0,0,Occupied,26.3,1.28,1.22,-0.06,0
2026-07-31 23:00,B,3,A,310,4,4,0,0,Friday,0,0,23,Occupied,33.2,1.39,1.32,-0.07,0
2026-08-23 06:00,B,4,B,401,4,3,1,0,Sunday,1,0,6,Occupied,34.3,1.1,1.09,-0.01,0
2026-07-03 20:00,A,1,B,114,4,3,1,0,Friday,0,0,20,Occupied,35.3,1.12,1.05,-0.07,0
2026-07-11 05:00,A,2,B,216,4,4,0,0,Saturday,1,0,5,Occupied,24.4,1.26,1.21,-0.05,0
2026-08-16 11:00,B,1,A,118,4,3,1,0,Sunday,1,0,11,Occupied,39.0,1.17,1.12,-0.05,0
2026-07-10 04:00,B,3,A,323,4,2,1,1,Friday,0,0,4,Occupied,27.0,0.7,0.74,0.04,0
2026-08-05 06:00,A,1,A,118,4,3,1,0,Wednesday,0,0,6,Occupied,35.7,1.13,1.17,0.04,0
2026-08-16 07:00,B,2,A,219,4,2,1,1,Sunday,1,0,7,Occupied,27.5,0.7,0.71,0.01,0
2026-07-27 19:00,D,2,B,212,4,2,1,1,Monday,0,0,19,Occupied,38.7,0.87,0.8,-0.07,0
2026-08-12 04:00,C,4,A,410,4,4,0,0,Wednesday,0,0,4,Occupied,31.6,1.36,1.4,0.04,0
2026-08-22 14:00,A,1,B,111,4,2,1,1,Saturday,1,0,14,Occupied,24.8,0.66,0.74,0.08,0
2026-07-21 19:00,D,1,A,116,4,4,0,0,Tuesday,0,0,19,Occupied,33.5,1.39,1.39,0.0,0
2026-07-11 17:00,A,3,B,306,4,3,0,1,Saturday,1,0,17,Occupied,28.4,1.02,0.95,-0.07,0
2026-08-22 00:00,A,4,A,419,4,2,2,0,Saturday,1,0,0,Occupied,34.3,0.8,0.75,-0.05,0
2026-08-24 04:00,D,2,A,218,4,2,1,1,Monday,0,0,4,Occupied,24.2,0.65,0.58,-0.07,0
2026-08-23 21:00,C,2,A,213,4,4,0,0,Sunday,1,0,21,Occupied,28.9,1.32,1.4,0.08,0
2026-08-27 16:00,D,2,B,206,4,0,4,0,Thursday,0,0,16,Empty,35.6,0.22,0.26,0.04,0
2026-07-20 15:00,B,1,B,116,4,2,1,1,Monday,0,0,15,Occupied,32.3,0.77,0.77,0.0,0
2026-08-30 02:00,A,3,B,315,4,2,2,0,Sunday,1,0,2,Occupied,33.8,0.8,0.73,-0.07,0
2026-07-06 06:00,A,1,A,121,4,2,1,1,Monday,0,0,6,Occupied,25.9,0.68,0.72,0.04,0
2026-08-13 21:00,C,3,B,312,4,2,1,1,Thursday,0,0,21,Occupied,39.5,0.88,0.9,0.02,0
2026-08-22 23:00,C,2,A,218,4,2,1,1,Saturday,1,0,23,Occupied,30.3,0.74,0.67,-0.07,0
2026-08-01 14:00,B,4,A,404,4,2,1,1,Saturday,1,0,14,Occupied,27.0,0.7,0.67,-0.03,0
2026-07-08 07:00,D,4,A,416,4,3,1,0,Wednesday,0,0,7,Occupied,33.3,1.09,1.1,0.01,0
2026-07-25 01:00,A,3,A,301,4,4,0,0,Saturday,1,0,1,Occupied,39.5,1.48,1.43,-0.05,0
2026-07-11 11:00,B,1,B,124,4,3,1,0,Saturday,1,0,11,Occupied,27.8,1.01,1.07,0.06,0
2026-08-16 22:00,A,1,B,111,4,3,1,0,Sunday,1,0,22,Occupied,28.4,1.02,1.12,0.1,0
